Depth,GR,Log_ILD,RHOB,NPHI,PHI
8911.5,84.6208,0.864,2.2943,0.4992,0.2038
5794.0,91.9413,1.5291,2.0017,0.6466,0.3989
7835.0,74.6917,1.1195,2.1014,0.6341,0.1367
7156.5,94.7271,0.8939,2.1282,0.7513,0.3145
7708.0,76.5527,0.928,2.1633,0.6649,0.2911
7535.5,86.0914,0.9845,2.1062,0.4323,0.3292
8477.5,93.4056,0.9303,2.2341,0.4406,0.2439
7783.5,93.8588,1.1213,2.2529,0.5564,0.2314
7344.0,89.0069,1.0403,2.2018,0.6033,0.2655
7208.5,86.6232,1.0353,2.1824,0.7446,0.2784
6775.5,80.0175,1.3907,2.1978,0.4994,0.2681
9260.5,77.7723,1.6448,2.3366,0.6702,0.1756
9351.5,41.3651,260.965,1.9404,0.5062,0.2755
9259.0,78.6502,1.6117,2.3817,0.3758,0.1455
9452.0,101.249,0.6168,2.3051,0.4786,0.1966
7268.0,81.3501,0.8921,2.1364,0.5872,0.3091
7504.0,94.7776,0.9998,2.1584,0.4296,0.2944
7650.5,101.051,1.0547,2.2408,0.4389,0.2395
9200.5,89.9462,1.4652,2.3237,0.3594,0.1842
8173.5,87.3663,1.2206,2.2848,0.5112,0.2101
8675.5,75.799,0.8061,2.2354,0.4308,0.2431
9583.0,93.5395,0.9076,2.3289,0.5165,0.1807
6719.0,89.2403,0.8606,2.1565,0.792,0.2957
9356.5,53.4969,5.4981,2.0838,0.4251,0.1519
7559.0,94.6796,1.1273,2.2005,0.4596,0.2663
6886.5,89.768,1.515,2.147,0.47,0.302
6874.0,87.9009,1.6022,2.2434,0.5875,0.2377
8403.5,70.4892,1.6752,2.2043,0.4799,0.048
5787.0,87.821,1.5081,1.9661,0.7621,0.4226
7404.0,88.7774,1.013,2.1786,0.5869,0.2809
6806.0,81.6349,1.3693,2.1543,0.4299,0.2971
5977.5,97.2941,1.9326,2.1138,0.4101,0.3241
7565.5,92.0813,1.1023,2.2155,0.676,0.2563
6358.0,113.099,1.3879,2.073,0.5043,0.3513
9497.5,93.0296,1.0421,2.3201,0.4958,0.1866
7721.0,85.2671,0.8922,2.1982,0.4654,0.2679
6524.0,44.2956,1.4375,2.1068,0.5166,0.1321
8397.5,94.2232,0.9319,2.2357,0.5151,0.2429
6460.0,106.564,1.654,2.1476,0.4057,0.3016
5782.0,94.5508,1.4574,1.9492,0.6859,0.4339
7941.5,102.249,1.1762,2.262,0.405,0.2253
6248.5,106.647,0.9721,2.0293,0.4853,0.3805
7326.5,99.1261,1.3183,2.2366,0.5471,0.2423
11305.0,152.281,2.55,2.44,0.319,0.1067
8917.5,101.515,0.9285,2.3021,0.5295,0.1986
9287.0,80.0965,1.1127,2.2182,0.6614,0.2545
9613.5,103.738,0.9508,2.3259,0.4433,0.1827
9655.0,105.033,0.9743,2.3382,0.5291,0.1745
7851.0,97.4015,1.1911,2.2652,0.5086,0.2232
8848.0,113.028,2.035,2.286,0.406,0.2093
6476.0,105.544,0.7597,2.0474,0.4628,0.3684
6885.5,29.9579,1.1562,2.0487,0.4556,0.1822
6779.0,75.9243,1.4264,2.1257,0.4847,0.3162
8708.0,72.2363,3.4221,2.1647,0.3287,0.0822
7849.5,101.915,1.213,2.2668,0.5827,0.2221
5990.0,113.392,1.4694,2.0314,0.6019,0.3791
8474.0,88.7632,0.9688,2.2465,0.9157,0.2357
9527.0,91.2391,0.7495,2.3145,0.4363,0.1903
8410.5,87.4714,0.8303,2.2418,0.6457,0.2388
5779.5,92.6576,1.5575,1.9544,0.6884,0.4304
9374.0,77.3126,2.4476,2.243,0.4721,0.238
7165.0,84.6935,0.9142,2.1309,0.8396,0.3127
8645.5,74.9761,0.7506,2.2637,0.5675,-0.0032
6824.5,76.3348,1.318,2.1448,0.5645,0.3035
6501.0,48.0515,1.0871,2.1014,0.5166,0.1367
7771.0,44.6467,0.9332,2.2382,0.5893,0.0188
6827.0,76.348,1.3242,2.1444,0.4328,0.3037
9305.5,82.3528,1.3897,2.3016,0.5233,0.1989
8884.0,119.035,1.737,2.225,0.426,0.25
7195.5,75.7279,0.8941,2.1135,0.5573,0.3243
7822.0,89.774,1.0452,2.239,0.4757,0.2407
9687.5,51.1922,3.8973,2.2814,0.1661,-0.0184
5982.0,64.9272,1.2072,2.0385,0.4413,0.1909
8718.0,86.4732,0.8673,2.2674,0.7917,0.2217
8411.0,50.4138,137.2301,2.2064,0.4688,0.0462
7268.5,80.4459,0.8844,2.1409,0.8295,0.3061
9012.0,102.202,0.7435,2.2729,0.5901,0.2181
9358.0,124.811,1.622,2.315,0.4,0.19
11205.0,147.274,1.31,2.447,0.366,0.102
8394.0,87.8859,0.9255,2.2422,0.5224,0.2385
7514.5,94.2015,0.9597,2.1447,0.4907,0.3035
9455.5,99.8984,0.7127,2.2944,0.441,0.2037
9319.0,120.082,1.575,2.297,0.497,0.202
7389.0,85.1184,0.9465,2.1629,0.5102,0.2914
7847.5,98.882,1.1832,2.2462,0.4377,0.2359
5881.0,108.867,2.012,2.111,0.4277,0.326
8540.0,80.2516,0.7523,2.2315,0.6028,0.2457
7836.5,98.0353,1.0347,2.2058,0.5696,0.2628
7557.5,91.7311,1.1516,2.2092,0.7155,0.2605
9199.5,91.402,1.3405,2.3223,0.4552,0.1851
8553.5,94.0097,0.8028,2.2239,0.5542,0.2507
8887.0,116.855,1.716,2.207,0.512,0.262
6090.5,104.293,1.1671,2.0707,0.466,0.3529
9579.5,91.9471,0.3622,2.304,0.7572,0.1973
11188.0,149.103,1.354,2.442,0.431,0.1053
6253.0,101.099,0.7111,2.0374,0.5813,0.3751
9352.5,42.7944,192.191,1.9469,0.443,0.2699
11595.5,161.856,1.508,2.444,0.393,0.104
9578.5,87.1227,0.6212,2.3086,0.6211,0.1943
6575.5,78.3308,0.7751,1.5459,0.6486,0.7027
8720.0,43.6227,1950.0,1.986,0.2822,0.2362
8873.5,86.9054,0.8237,2.2478,0.598,0.2348
7399.0,77.3058,0.9642,2.1686,0.4787,0.2876
8391.0,77.0515,0.9542,2.2559,0.6363,0.2294
6886.0,95.036,1.43,2.141,0.479,0.306
7655.0,100.774,1.1036,2.2555,0.4783,0.2297
8292.0,93.2346,0.7881,2.246,0.5779,0.236
6422.5,62.444,1.004,2.129,0.403,0.1129
8189.5,95.8866,1.1332,2.1976,0.5129,0.2683
8894.0,105.923,1.1431,2.2886,0.401,0.2076
9356.0,126.079,1.524,2.237,0.448,0.242
9213.5,83.8168,1.2128,2.325,0.5054,0.1833
6314.5,109.469,1.5562,2.0824,0.4921,0.3451
8127.0,53.0604,1.1963,2.0484,0.429,0.1824
6901.0,30.6289,1.1547,2.0855,0.7978,0.1504
8541.5,81.5958,0.7225,2.2264,0.5193,0.2491
6786.5,74.3336,1.3569,2.1412,0.4485,0.1024
8436.5,67.7143,1.9574,2.2135,0.4289,0.0401
8601.5,73.2787,0.7955,2.1867,0.624,0.0632
7708.0,39.0321,0.9332,2.2382,0.5983,0.0188
9258.0,83.2903,1.6035,2.3958,0.388,0.1361
11593.5,148.004,1.63,2.475,0.372,0.0833
8320.5,70.8907,0.9409,2.2297,0.8848,0.0261
9070.5,93.6439,0.9334,2.2774,0.5355,0.2151
9367.0,33.3885,1247.49,2.0715,0.3086,0.1625
8654.0,91.0167,0.8072,2.2245,0.7824,0.2503
5868.5,54.3308,1.5842,2.1288,0.2715,0.1131
8635.5,88.5664,0.7905,2.216,0.4915,0.256
6318.5,112.412,1.6317,2.0907,0.5267,0.3395
6900.5,32.7041,1.2171,2.1033,0.5444,0.1351
7577.0,80.9036,0.8834,2.224,0.7407,0.2507
6367.0,52.925,0.861,2.018,0.361,0.2086
8829.0,96.6894,1.0335,2.2933,0.61,0.2045
8723.0,48.0078,1950.0,1.9943,0.2903,0.2291
7050.5,72.914,2.181,2.105,0.374,0.1336
11150.0,151.941,0.92,2.374,0.417,0.1507
6852.0,100.851,1.352,2.153,0.386,0.298
6696.0,89.6811,1.456,2.1542,0.5252,0.2972
6420.5,114.219,1.4994,2.0856,0.5034,0.3429
6175.5,109.072,1.2053,2.0151,0.4985,0.3899
9666.5,107.817,1.1392,2.3704,0.4175,0.1531
9105.5,93.0393,0.9401,2.3454,0.4873,0.1697
7077.5,74.5227,0.9373,2.1112,0.7435,0.1283
6543.5,52.3115,1.0556,1.8746,0.7206,0.3322
6891.5,29.6659,1.2006,2.0942,0.3108,0.1429
6809.0,76.1253,1.4821,2.1297,0.4554,0.3135
6349.5,109.732,1.2799,2.0958,0.5193,0.3361
9507.5,97.7947,0.9407,2.3082,0.5081,0.1945
9631.5,102.066,0.9134,2.3286,0.4776,0.1809
7785.0,49.7239,0.9332,2.2382,0.6007,0.0188
6880.5,94.534,1.338,2.127,0.523,0.3153
8155.5,88.9715,0.9014,2.2147,0.4871,0.2569
7783.5,46.1361,0.9332,2.2382,0.5421,0.0188
6368.5,57.052,1.062,2.057,0.291,0.175
8533.0,81.9415,0.7807,2.2045,0.4603,0.2637
8039.0,93.6662,1.2877,2.2065,0.4953,0.2623
11202.5,153.684,1.346,2.431,0.411,0.1127
7237.5,86.8596,0.9103,2.1488,0.5789,0.3008
11368.5,163.555,2.08,2.461,0.342,0.0927
8094.5,90.5753,1.2049,2.1386,0.4033,0.3076
9361.0,34.5027,1621.52,2.0038,0.385,0.2209
8914.0,106.985,0.8906,2.2725,0.6721,0.2183
7032.5,78.1014,0.9251,2.0968,0.7013,0.3355
8572.5,91.2616,0.8401,2.2457,0.5527,0.2362
9394.5,103.927,1.0258,2.3124,0.5178,0.1917
9393.5,127.173,1.539,2.309,0.421,0.194
9396.5,94.1085,0.8171,2.304,0.7033,0.1973
5954.5,49.1414,1.2204,2.0353,0.3668,0.1937
6204.0,109.54,1.3207,2.0394,0.6401,0.3737
8965.5,97.3246,0.8534,2.2558,0.4296,0.2295
6469.5,113.745,1.0548,2.0301,0.641,0.3799
6798.5,77.5853,1.3883,2.1427,0.4534,0.3049
10759.5,47.7615,10.1117,2.1704,0.1672,0.0772
11375.0,159.354,2.214,2.427,0.325,0.1153
6339.0,106.001,0.8318,2.0574,0.5037,0.3617
9240.5,89.1462,1.2732,2.4106,0.4029,0.1263
8480.5,99.9789,0.9175,2.2338,0.5529,0.2441
6765.0,95.6346,0.9454,2.1323,0.7572,0.3118
6276.5,103.113,1.2516,1.9999,0.5562,0.4001
7843.0,87.6271,1.1849,2.2534,0.4502,0.2311
8879.0,123.175,1.699,2.322,0.409,0.1853
5992.5,111.876,1.538,2.0304,0.6659,0.3797
7965.5,99.2665,1.1561,2.2487,0.498,0.2342
8695.5,87.9807,0.8119,2.2186,0.528,0.2543
8392.0,76.5556,0.9492,2.2405,0.5224,0.2397
6034.5,104.145,1.4152,2.0131,0.5154,0.3913
7162.5,83.5283,0.9269,2.0908,0.5592,0.3395
8689.5,85.6511,0.7651,2.1954,0.5927,0.2697
6083.5,107.152,1.4984,2.0865,0.4425,0.3423
7361.0,86.1476,1.0592,2.1987,0.7477,0.2675
6001.5,109.534,1.7263,2.1071,0.6212,0.3286
9312.0,123.92,1.517,2.275,0.358,0.2167
7756.0,85.6405,0.9188,2.1915,0.7088,0.2723
5891.0,56.1309,1.4937,2.1123,0.3002,0.1273
8625.5,82.8987,0.7614,2.188,0.4529,0.2747
9099.0,100.378,1.1785,2.353,0.4613,0.1647
7185.5,90.1642,0.9755,2.147,0.5066,0.302
8936.5,93.9323,1.2244,2.3419,0.4098,0.1721
6824.0,78.591,1.3302,2.1511,0.4696,0.2993
7679.0,90.6891,1.0106,2.211,0.8017,0.2593
6873.5,74.475,1.408,2.144,0.415,0.1
6451.0,109.136,1.338,2.1169,0.4977,0.3221
7830.5,84.596,1.42,2.2582,0.3922,0.2279
9175.5,91.4168,1.1623,2.3068,0.8593,0.1955
11415.5,139.729,1.906,2.364,0.226,0.1573
6017.5,122.497,1.4207,1.9747,0.9174,0.4169
5806.5,81.3795,1.0625,1.9895,0.7169,0.407
8610.0,92.6089,0.8048,2.2323,0.9698,0.2451
9387.0,93.4794,1.0669,2.2986,0.4531,0.2009
11216.0,159.694,1.436,2.426,0.387,0.116
6316.0,106.61,1.63,2.0977,0.464,0.3349
8758.5,89.9465,0.9167,2.2727,0.5532,0.2182
9316.5,117.194,1.648,2.256,0.362,0.2293
8461.5,57.8571,1.6458,2.2204,0.4703,0.0341
6804.5,84.2213,1.4245,2.1666,0.5307,0.2889
9154.0,102.1,1.2658,2.3413,0.4925,0.1725
8627.5,79.5441,0.7207,2.1632,0.5951,0.2912
6093.5,125.199,1.1099,2.0486,0.5937,0.3676
7964.5,106.648,1.1357,2.2653,0.4652,0.2231
9674.5,110.758,1.2935,2.3656,0.4158,0.1563
7811.5,47.9974,1.1039,2.04,0.4856,0.1897
6089.5,109.204,1.2238,2.0649,0.4944,0.3567
8146.5,37.9204,1.9009,2.2759,0.3419,-0.0137
8967.5,95.7238,0.8901,2.2738,0.4442,0.2175
11416.5,129.387,1.542,2.306,0.232,0.196
8609.0,90.6653,0.795,2.2317,0.7723,0.2455
9252.0,87.2883,1.6286,2.3556,0.4352,0.1629
8972.5,98.996,0.8436,2.2312,0.4725,0.2459
9130.5,92.2287,1.175,2.3432,0.5213,0.1712
11162.0,138.517,1.549,2.459,0.437,0.094
6779.5,73.6154,1.4624,2.1129,0.4436,0.1268
6764.5,94.009,0.9406,2.1276,0.7561,0.3149
7337.0,84.2894,1.182,2.2249,0.5618,0.2501
6112.5,97.3279,1.2205,2.0005,0.7347,0.3997
8213.0,88.0558,0.9389,2.2524,0.5983,0.2317
8880.0,122.4,1.831,2.284,0.454,0.2107
7651.5,91.5782,1.0249,2.2282,0.3957,0.2479
11600.0,153.631,1.208,2.423,0.428,0.118
8203.0,88.612,0.9797,2.2207,0.3974,0.2529
7400.0,88.0196,0.9675,2.1783,0.4212,0.2811
7712.5,39.0321,0.9332,2.2382,0.5983,0.0188
11572.5,151.192,1.787,2.446,0.41,0.1027
8462.0,58.3607,1.653,2.2205,0.4379,0.0341
6860.5,92.566,1.266,2.137,0.385,0.3087
11292.0,156.652,2.197,2.45,0.382,0.1
8298.5,106.003,0.7364,2.3013,0.6019,0.1991
9033.5,90.7786,0.9653,2.2565,0.7079,0.229
6754.0,94.4251,0.9606,2.1303,0.7999,0.3131
7424.0,91.1531,1.2015,2.1585,0.4259,0.2943
8646.5,88.5515,0.7716,2.2351,0.6855,0.2433
9392.5,97.1373,1.1116,2.3231,0.451,0.1846
7606.5,93.3796,0.649,2.1653,0.7136,0.2898
7950.5,94.7919,1.1084,2.2764,0.4918,0.2157
7296.0,84.6194,0.9935,2.1431,0.8606,0.3046
11620.0,127.072,1.268,2.354,0.444,0.164
11258.5,158.362,1.569,2.375,0.428,0.15
7303.0,78.4019,1.0075,2.1573,0.5117,0.2951
8186.0,93.3524,1.2765,2.2136,0.4334,0.2576
7545.5,86.3565,1.1169,2.2258,0.4779,0.2495
9698.5,100.925,1.1171,2.3345,0.4434,0.177
11303.0,141.819,2.203,2.439,0.377,0.1073
7707.0,76.5643,0.9366,2.1681,0.6085,0.2879
6899.0,75.717,1.154,2.078,0.365,0.348
9124.0,100.99,0.8298,2.3434,0.5188,0.1711
9161.5,121.581,1.558,2.343,0.618,0.1713
9337.0,111.577,1.487,2.283,0.577,0.2113
9519.5,81.1542,0.8256,2.3077,0.5809,0.1949
6743.0,74.7197,1.5883,2.1658,0.538,0.0812
8929.0,90.1605,0.7876,2.2958,0.5023,0.2028
8282.5,102.621,1.4371,2.2201,0.6762,0.2533
8080.5,102.429,1.1858,2.1476,0.5406,0.3016
7684.5,39.0321,0.9332,2.2382,0.5983,0.0188
6174.0,113.035,1.1262,2.0031,0.6029,0.3979
8721.0,40.8072,1950.0,1.9326,0.3044,0.2822
9166.0,124.101,1.447,2.339,0.586,0.174
7080.5,71.1373,0.9425,2.1215,0.5916,0.1194
8891.0,108.174,0.9635,2.321,0.7173,0.186
11167.5,143.456,1.678,2.477,0.379,0.082
9484.5,102.061,1.062,2.3603,0.4268,0.1598
10748.0,72.8565,5.8884,2.2749,0.2526,-0.0128
9670.5,44.2695,3.1786,2.1305,0.2569,0.1116
8404.0,70.1256,2.2139,2.2044,0.5057,0.0479
6242.0,108.393,1.1473,2.0277,0.5282,0.3815
5787.5,87.9419,1.4711,1.9677,0.6173,0.4215
7481.0,88.3704,0.9043,2.1993,0.9736,0.2671
7046.5,81.4841,0.8527,2.0609,0.8393,0.3594
8110.5,83.2116,1.3147,2.1696,0.4252,0.2869
8791.5,93.4612,0.9832,2.2584,0.447,0.2277
11371.5,164.222,2.251,2.431,0.322,0.1127
8663.0,85.5648,0.8417,2.2295,0.7988,0.247
7702.0,76.0512,0.9276,2.1639,0.8484,0.2907
6319.5,110.206,1.6809,2.0877,0.449,0.3415
5807.0,77.336,1.0738,1.9702,1.1161,0.4199
6654.5,87.5712,1.2466,2.111,0.6209,0.326
7778.0,48.8838,0.9332,2.2382,0.4577,0.0188
7497.0,81.8118,0.9475,2.1688,0.5906,0.2875
5920.5,60.0369,1.2339,2.0776,0.4081,0.1572
7600.5,79.7354,1.0103,2.1699,0.4972,0.2867
7029.0,87.3655,0.9218,2.0827,0.6754,0.3449
6999.5,77.551,0.8453,2.0447,0.5684,0.3702
9172.5,120.532,1.83,2.316,0.441,0.1893
7315.5,83.1851,1.1171,2.2001,0.564,0.2666
6494.0,41.2389,1.2362,2.0446,0.5166,0.1857
9326.0,123.139,1.15,2.251,0.424,0.2327
6876.5,89.5431,1.515,2.252,0.5495,0.232
9050.0,85.588,0.8929,2.2899,0.4146,0.2067
9348.0,45.1657,86.41,1.9432,0.4676,0.2731
6240.0,108.544,1.2205,2.0428,0.4162,0.3715
8743.5,57.0355,18.4849,1.9953,0.3606,0.2282
6343.0,64.927,0.994,2.089,0.392,0.1474
9685.0,107.293,1.0189,2.342,0.5718,0.172
6416.0,108.908,1.5353,2.1012,0.4342,0.3325
7570.0,91.0004,1.1662,2.2134,0.3947,0.2577
8229.0,91.8264,1.3134,2.2632,0.5028,0.2245
6969.0,75.7939,0.9591,2.0746,0.6538,0.3503
7249.0,88.4273,0.9966,2.1479,0.6538,0.3014
6142.0,96.6414,0.9261,2.0161,0.457,0.3893
7042.5,73.8372,0.868,2.0748,0.6765,0.1597
6960.0,45.6038,1.4559,2.1943,0.6,0.0566
7918.5,98.6325,1.1731,2.2496,0.63,0.2336
7113.5,84.171,0.9794,2.1135,0.7371,0.3243
7595.5,81.5102,0.9601,2.1886,0.5201,0.2743
8879.5,86.6528,0.7716,2.2885,0.5492,0.2077
7979.0,103.55,1.1073,2.2749,0.5281,0.2167
8516.5,89.2647,0.7616,2.2597,0.5161,0.2269
8125.5,59.1699,1.205,2.094,0.5148,0.1431
6355.0,112.084,1.4464,2.0753,0.5973,0.3498
7002.0,83.171,0.858,2.0444,0.7649,0.3704
9694.5,112.371,1.0036,2.3359,0.5289,0.1761
5953.5,59.0187,1.1891,2.0201,0.3628,0.2068
9538.0,89.1991,0.7513,2.3114,0.6066,0.1924
7884.0,100.049,1.0355,2.2126,0.6405,0.2583
9394.0,104.553,1.0509,2.334,0.4491,0.1773
7571.0,84.6865,1.066,2.2183,0.437,0.2545
6849.5,56.3826,1.0811,2.0246,0.482,0.2029
7030.0,87.0094,0.8814,2.0881,0.7072,0.3413
5754.0,68.1026,0.7021,1.766,0.5597,0.4259
7020.0,85.2477,0.8991,2.0762,0.8698,0.3492
6175.0,110.97,1.1986,2.0054,0.4742,0.3964
6371.5,111.51,1.4416,2.0989,0.4882,0.3341
7726.5,39.0321,0.9332,2.2382,0.5983,0.0188
6874.0,67.335,1.128,2.09,0.378,0.1466
9662.5,43.8187,11.1294,2.1658,0.2487,0.0812
6331.5,112.055,1.5068,2.1102,0.5127,0.3265
11614.5,94.541,1.64,2.386,0.262,0.1427
6435.0,114.199,1.2079,2.1212,0.4793,0.3192
7920.5,100.702,1.1293,2.2578,0.433,0.2281
9322.0,100.179,1.174,2.229,0.423,0.2473
7545.0,87.4151,1.1548,2.2342,0.5216,0.2439
8432.0,42.915,12.6467,2.2122,0.398,0.0412
7267.5,78.9604,0.9021,2.1349,0.5277,0.3101
7209.5,86.9517,1.054,2.1573,0.4643,0.2951
9215.5,88.1356,1.3026,2.3273,0.7462,0.1818
6669.0,84.0363,1.2352,2.1463,0.6561,0.3025
8430.0,41.0011,54.418,2.2117,0.4757,0.0416
5903.5,73.388,1.567,2.0374,0.4219,0.1919
8152.0,98.6933,1.0757,2.1894,0.4418,0.2737
5946.0,69.5748,1.7053,2.0995,0.3792,0.1384
7733.0,88.202,0.9833,2.2269,0.4904,0.2487
7750.5,39.0321,0.9332,2.2382,0.5983,0.0188
9326.5,121.126,1.091,2.253,0.564,0.2313
9322.5,103.639,1.172,2.209,0.382,0.2607
8336.0,93.2034,0.8369,2.2222,0.5315,0.2519
7952.0,90.9138,1.1141,2.2695,0.4437,0.2203
7678.5,89.6034,1.0066,2.2049,0.9834,0.2634
6381.5,117.587,1.3331,2.0673,0.4812,0.3551
6686.0,78.5158,1.0607,2.1134,0.846,0.3244
6996.5,75.0913,0.8776,2.0482,0.5827,0.3679
7739.5,83.3782,1.0001,2.1901,0.6143,0.2733
11215.5,155.229,1.416,2.42,0.402,0.12
7623.5,90.6224,0.9413,2.1929,0.553,0.2714
9005.0,86.6879,0.859,2.2426,0.6559,0.2383
7589.0,100.44,2.026,2.133,0.477,0.3113
6551.0,74.9056,1.0953,1.7031,0.9623,0.4801
5933.5,63.7786,1.2238,2.0782,0.3153,0.1567
7138.5,78.1102,0.9326,2.1633,1.1015,0.2911
9407.0,94.2529,0.8308,2.3431,0.4211,0.1713
8795.5,97.6749,1.1936,2.2854,0.7425,0.2097
6522.0,39.4051,1.4375,2.1068,0.5166,0.1321
7661.5,95.697,0.6196,2.2703,0.5251,0.2198
8703.5,88.9385,0.884,2.2351,0.4604,0.2433
7215.5,82.0579,2.0719,2.299,0.3423,0.2007
7705.5,76.4348,0.9332,2.1776,0.5562,0.2816
11583.0,150.993,1.748,2.479,0.406,0.0807
9403.5,93.5602,0.6801,2.3079,0.4656,0.1947
6553.0,75.5285,0.9372,1.6855,0.7253,0.6097
8128.0,52.3158,1.2886,2.0801,0.432,0.1551
7218.0,74.5465,2.226,2.3251,0.3538,-0.0561
6000.0,110.039,1.4192,2.095,0.4081,0.3367
8549.5,86.3531,0.7347,2.2324,0.6563,0.2451
11602.0,151.684,1.468,2.458,0.365,0.0947
8560.5,95.6158,0.8144,2.2436,0.5097,0.2376
7523.0,84.2149,0.9218,2.1821,0.4406,0.2786
6367.0,113.823,1.5957,2.1109,0.4922,0.3261
7685.0,85.8853,0.9493,2.2202,0.5041,0.2532
5986.5,110.483,1.634,2.0298,0.5104,0.3801
6249.5,106.792,0.7883,2.0164,0.5019,0.3891
5975.0,65.6033,1.2167,2.1374,0.3785,0.1057
7712.5,83.1547,0.8954,2.1697,0.5818,0.2869
9458.0,95.7279,0.7896,2.3016,0.4917,0.1989
8751.5,89.024,0.8386,2.2556,0.6014,0.2296
7078.5,73.8652,0.9364,2.0894,0.6827,0.1471
7114.0,81.6672,0.963,2.1189,0.89,0.3207
8420.0,41.1768,1950.0,2.2089,0.4397,0.0441
8216.5,69.1656,4.5994,2.0946,0.2695,0.1426
7761.5,77.6521,0.8255,2.2189,0.5861,0.2541
6756.0,102.088,0.9672,2.0921,0.9433,0.3386
7059.5,59.8459,0.9191,2.0873,0.7178,0.1489
7568.0,97.4162,1.1039,2.209,0.4927,0.2607
11211.5,144.535,1.348,2.418,0.426,0.1213
7616.0,90.9004,0.9468,2.1734,0.5525,0.2844
7802.0,69.4311,1.431,2.1095,0.5089,0.1297
9482.0,97.6897,1.0401,2.3647,0.4043,0.1569
8416.0,86.3642,0.9157,2.2349,0.4592,0.2434
6894.0,30.4924,1.1535,2.0253,0.4015,0.2023
7947.5,96.2282,1.1431,2.2487,0.4331,0.2342
6874.5,59.834,0.929,2.044,0.406,0.1862
9600.5,93.0056,0.8075,2.3417,0.4331,0.1722
8467.0,83.4698,0.8288,2.229,0.5913,0.2473
7519.5,85.7787,0.9271,2.1769,0.571,0.2821
6898.5,79.159,1.135,2.077,0.369,0.3487
6427.5,109.08,1.2931,2.025,0.4593,0.3833
11198.0,140.693,1.306,2.422,0.428,0.1187
8338.0,86.8291,0.86,2.2325,0.748,0.245
9297.0,91.8604,1.8769,2.245,0.4154,0.2367
5949.5,93.4338,1.7451,2.0923,0.4652,0.3385
6217.0,103.1,1.4959,2.0649,0.521,0.3567
6203.0,112.618,1.2926,2.0061,0.5767,0.3959
6558.0,81.9305,1.0027,1.8109,1.7956,0.5261
8302.0,48.8475,2.4171,1.8733,0.3543,0.3334
7760.0,37.921,0.9332,2.2382,0.6201,0.0188
6811.5,76.7682,1.3711,2.1473,0.4554,0.3018
6242.5,113.443,1.16,2.0182,0.5009,0.3879
9335.0,126.706,1.406,2.249,0.383,0.234
7622.5,90.0254,0.9697,2.18,0.8692,0.28
6177.5,108.334,1.3118,2.0457,0.5014,0.3695
5769.0,78.9746,1.3269,1.8052,0.8467,0.5299
8835.5,97.1551,1.0434,2.2848,0.7668,0.2101
8084.5,90.3476,1.1484,2.127,0.4265,0.3153
9470.5,101.582,1.0273,2.3302,0.5258,0.1799
5945.0,101.648,1.9215,2.0898,0.5454,0.3401
7664.0,91.4654,0.9412,2.2021,0.4982,0.2653
7470.5,75.2914,0.9987,2.1646,0.5432,0.2903
7695.5,85.2413,0.9132,2.1752,0.5071,0.2832
11570.0,151.428,1.831,2.474,0.376,0.084
7396.0,89.4201,0.8541,2.1592,0.4829,0.2939
8871.5,88.1451,0.8215,2.2466,0.4694,0.2356
6768.0,88.5265,1.1485,2.1722,0.4531,0.2852
8098.5,83.9293,1.2362,2.1604,0.3929,0.2931
5987.0,106.23,1.6222,2.0564,0.6451,0.3624
7879.5,88.8801,1.1018,2.2589,0.4195,0.2274
6735.0,75.007,1.4778,2.1879,0.4611,0.2747
5762.0,81.5246,1.1534,1.9591,0.5585,0.4273
6997.0,71.6386,0.8892,2.0408,0.6071,0.189
6557.5,82.1101,0.9902,1.8261,1.4914,0.5159
6993.0,78.3789,0.8818,2.0654,0.6298,0.3564
8590.0,89.0134,0.7928,2.1887,0.7235,0.2742
8241.5,93.1368,1.2182,2.1726,0.5832,0.2849
8373.0,93.9106,0.9153,2.2198,0.5641,0.2535
9403.5,126.432,1.465,2.307,0.36,0.1953
9693.5,105.828,0.9663,2.33,0.4874,0.18
7932.5,104.895,1.1271,2.2469,0.4883,0.2354
5914.5,91.9577,1.6804,2.0654,0.4702,0.3564
9399.5,128.951,1.539,2.284,0.393,0.2107
5966.0,40.5633,1.4845,2.1135,0.3189,0.1263
7943.0,94.2227,1.1801,2.2325,0.4574,0.245
9268.0,57.1998,3.9621,2.1111,0.633,0.1284
6788.5,79.7708,1.32,2.153,0.4541,0.298
7715.5,89.5689,0.8697,2.1944,0.5458,0.2704
9121.0,104.414,0.8826,2.3698,0.4998,0.1535
6046.5,108.859,1.3191,2.0228,0.846,0.3848
7581.0,85.2373,0.9416,2.2078,0.4856,0.2615
9295.5,105.449,1.5053,2.3315,0.3831,0.179
9683.5,42.4939,5.5837,2.2135,0.2082,0.0401
7729.0,83.0738,1.0661,2.2201,0.563,0.2533
7720.5,39.0321,0.9332,2.2382,0.5983,0.0188
6597.5,81.8633,1.1883,2.0787,0.5199,0.3475
5838.0,108.418,1.3101,2.0867,0.3881,0.3422
6736.0,71.8054,1.4626,2.205,0.3571,0.0474
11200.5,154.741,1.25,2.422,0.358,0.1187
11639.5,149.159,1.625,2.449,0.338,0.1007
11619.0,127.0,1.196,2.335,0.468,0.1767
6802.5,79.698,1.6103,2.1562,0.4515,0.2959
