DEPTH(m)	CALI	GR	RESS	RESD	DENSITY	NEUTRON	
1759.915	12.03	94.963	1.388	1.522	2.07	0.487	407.613
1760.068	12.041	97.533	1.385	1.513	2.067	0.528	408.147
1760.22	12.036	94.802	1.381	1.512	2.064	0.52	407.27
1760.372	12.031	90.005	1.334	1.449	2.06	0.477	407.279
1760.525	12.029	86.483	1.297	1.402	2.055	0.447	409.807
1760.677	12.039	86.97	1.319	1.425	2.054	0.445	408.172
1760.83	12.049	87.208	1.386	1.491	2.059	0.428	407.064
1760.982	12.061	90.56	1.414	1.511	2.067	0.419	405.643
1761.134	12.077	88.868	1.426	1.529	2.07	0.404	402.976
1761.287	12.078	90.236	1.457	1.567	2.071	0.424	406.631
1761.439	12.071	91.03	1.466	1.572	2.072	0.426	403.883
1761.592	12.058	92.138	1.411	1.501	2.072	0.445	404.797
1761.744	12.038	90.135	1.374	1.461	2.071	0.474	403.977
1761.896	12.038	90.067	1.411	1.494	2.069	0.515	406.115
1762.049	12.046	92.747	1.426	1.511	2.066	0.515	406.639
1762.201	12.047	95.72	1.469	1.559	2.064	0.563	410.303
1762.354	12.07	97.315	1.56	1.651	2.066	0.488	412.12
1762.506	12.071	95.926	1.617	1.704	2.072	0.53	411.277
1762.658	12.059	99.3	1.575	1.653	2.075	0.45	409.137
1762.811	12.055	95.539	1.532	1.612	2.074	0.515	405.267
1762.963	12.066	96.319	1.494	1.586	2.076	0.484	398.849
1763.116	12.089	92.217	1.464	1.552	2.078	0.499	398.214
1763.268	12.126	95.351	1.449	1.549	2.079	0.447	396.264
1763.42	12.147	98.283	1.468	1.573	2.077	0.439	397.907
1763.573	12.178	100.401	1.505	1.616	2.076	0.429	399.76
1763.725	12.234	99.886	1.498	1.61	2.076	0.429	400.308
1763.878	12.252	94.781	1.545	1.662	2.072	0.44	399.104
1764.03	12.221	89.67	1.606	1.73	2.061	0.546	400.561
1764.182	12.223	87.119	1.645	1.776	2.051	0.54	401.052
1764.335	12.239	89.696	1.562	1.689	2.046	0.549	400.971
1764.487	12.236	92.202	1.486	1.617	2.047	0.436	398.071
1764.64	12.226	96.223	1.475	1.622	2.05	0.41	397.17
1764.792	12.198	96.281	1.441	1.598	2.053	0.403	396.069
1764.944	12.173	101.966	1.326	1.474	2.055	0.411	397.329
1765.097	12.147	104.345	1.281	1.428	2.053	0.453	400.88
1765.249	12.101	107.919	1.274	1.433	2.044	0.504	402.813
1765.402	12.102	103.856	1.291	1.465	2.033	0.487	407.582
1765.554	12.124	103.073	1.3	1.46	2.029	0.462	408.023
1765.706	12.097	103.333	1.33	1.48	2.032	0.408	408.009
1765.859	12.105	103.24	1.36	1.506	2.037	0.467	408.424
1766.011	12.191	104.159	1.44	1.582	2.037	0.46	410.606
1766.164	12.192	100.278	1.509	1.645	2.033	0.49	416.588
1766.316	12.181	102.749	1.508	1.646	2.033	0.513	418.794
1766.468	12.207	100.472	1.474	1.606	2.042	0.508	418.381
1766.621	12.208	100.207	1.432	1.562	2.052	0.581	420.527
1766.773	12.218	99.744	1.42	1.545	2.056	0.599	421.847
1766.926	12.177	100.207	1.421	1.544	2.057	0.611	422.63
1767.078	12.142	97.925	1.42	1.537	2.059	0.637	424.237
1767.23	12.15	100.491	1.419	1.524	2.061	0.595	422.841
1767.383	12.154	101.474	1.422	1.517	2.058	0.63	426.765
1767.535	12.148	99.935	1.431	1.505	2.052	0.567	427.904
1767.688	12.146	96.448	1.397	1.453	2.047	0.538	423.416
1767.84	12.135	93.485	1.363	1.411	2.049	0.463	425.457
1767.992	12.109	92.602	1.374	1.426	2.055	0.433	421.141
1768.145	12.11	90.228	1.388	1.442	2.056	0.417	419.069
1768.297	12.124	90.229	1.378	1.422	2.047	0.424	412.374
1768.45	12.133	91.824	1.358	1.393	2.037	0.433	410.169
1768.602	12.127	93.613	1.369	1.408	2.032	0.451	408.043
1768.754	12.124	96.802	1.393	1.437	2.036	0.454	407.84
1768.907	12.14	97.562	1.41	1.446	2.041	0.467	408.348
1769.059	12.171	100.427	1.433	1.472	2.042	0.468	411.453
1769.212	12.185	100.446	1.509	1.556	2.037	0.474	417.486
1769.364	12.2	103.239	1.623	1.677	2.032	0.433	421.853
1769.516	12.206	103.669	1.668	1.724	2.034	0.467	423.53
1769.669	12.163	102.716	1.551	1.6	2.039	0.434	422.231
1769.821	12.126	97.866	1.429	1.473	2.04	0.469	422.94
1769.974	12.083	98.398	1.35	1.396	2.035	0.458	423.845
1770.126	12.07	98.4	1.336	1.384	2.031	0.474	424.753
1770.278	12.087	100.959	1.329	1.379	2.03	0.485	430.763
1770.431	12.078	96.79	1.329	1.375	2.03	0.454	434.376
1770.583	12.081	98.062	1.352	1.391	2.029	0.459	444.527
1770.736	12.077	94.024	1.371	1.408	2.03	0.461	453.197
1770.888	12.059	96.651	1.383	1.423	2.028	0.533	456.583
1771.04	12.049	93.746	1.386	1.42	2.023	0.695	466.673
1771.193	12.077	97.094	1.345	1.383	2.015	0.682	475.995
1771.345	12.129	92.49	1.329	1.378	2.006	0.64	482.794
1771.498	12.156	95.804	1.303	1.347	1.997	0.564	486.467
1771.65	12.189	93.541	1.299	1.348	1.989	0.546	494.94
1771.802	12.208	95.038	1.33	1.4	1.988	0.511	504.582
1771.955	12.222	95.026	1.347	1.421	1.99	0.481	507.119
1772.107	12.229	94.688	1.322	1.396	1.988	0.472	507.034
1772.26	12.191	95.683	1.311	1.399	1.98	0.495	508.52
1772.412	12.163	89.939	1.331	1.444	1.976	0.548	513.094
1772.564	12.127	81.462	1.315	1.457	1.989	0.46	505.105
1772.717	12.089	67.553	1.25	1.406	2.021	0.424	487.17
1772.869	12.079	63.445	1.104	1.244	2.051	0.415	480.143
1773.022	12.07	64.214	1	1.122	2.056	0.512	478.539
1773.174	12.073	71.205	1.012	1.15	2.035	0.582	477.097
1773.326	12.096	71.302	1.068	1.234	2.009	0.583	483.812
1773.479	12.127	71.896	1.054	1.229	1.999	0.501	483.652
1773.631	12.113	72.964	1.006	1.182	2.002	0.495	476.213
1773.784	12.075	75.01	0.953	1.134	2.008	0.455	466.534
1773.936	12.054	73.391	0.923	1.107	2.013	0.416	460.142
1774.088	12.038	70.847	0.925	1.12	2.024	0.415	455.697
1774.241	12.036	68.897	0.955	1.178	2.04	0.463	452.971
1774.393	12.047	67.382	0.934	1.167	2.053	0.463	441.776
1774.546	12.057	67.793	0.891	1.106	2.054	0.444	445.871
1774.698	12.056	69.708	0.864	1.076	2.041	0.497	448.238
1774.85	12.043	71.753	0.879	1.098	2.024	0.597	450.19
1775.003	12.033	72.893	0.911	1.13	2.014	0.592	449.559
1775.155	12.043	71.157	0.935	1.172	2.022	0.488	445.652
1775.308	12.052	68.699	0.926	1.163	2.043	0.389	436.84
1775.46	12.06	64.3	0.877	1.105	2.062	0.363	439.257
1775.612	12.069	61.059	0.854	1.073	2.07	0.423	444.16
1775.765	12.075	51.827	0.836	1.047	2.072	0.507	438.062
1775.917	12.075	50.396	0.844	1.065	2.082	0.409	419.989
1776.07	12.072	44.202	0.893	1.153	2.112	0.329	398.45
1776.222	12.072	40.864	0.989	1.301	2.158	0.285	371.803
1776.374	12.069	35.919	1.081	1.421	2.201	0.299	345.329
1776.527	12.062	34.474	1.095	1.428	2.224	0.288	339.571
1776.679	12.048	34.688	1.073	1.392	2.218	0.291	335.215
1776.832	12.031	35.157	1.052	1.376	2.196	0.282	339.046
1776.984	12.03	33.816	1.045	1.39	2.171	0.283	354.343
1777.136	12.057	31.122	1.021	1.374	2.149	0.285	362.901
1777.289	12.069	30.306	0.986	1.323	2.131	0.292	368.078
1777.441	12.033	30.472	0.946	1.257	2.116	0.313	368.665
1777.594	12.009	33.861	0.93	1.23	2.111	0.291	364.698
1777.746	11.99	34.336	0.927	1.231	2.118	0.29	357.84
1777.898	11.97	33.942	0.95	1.262	2.128	0.295	351.241
1778.051	11.939	33.896	0.968	1.282	2.131	0.326	342.462
1778.203	11.897	33.754	0.941	1.246	2.129	0.324	335.265
1778.356	11.882	35.117	0.939	1.244	2.128	0.303	328.726
1778.508	11.885	33.9	0.962	1.292	2.134	0.28	326.799
1778.66	11.89	34.651	0.976	1.318	2.141	0.274	331.617
1778.813	11.893	34.171	0.966	1.3	2.143	0.293	334.294
1778.965	11.888	37.937	0.964	1.284	2.142	0.294	334.061
1779.118	11.87	37.972	0.958	1.28	2.144	0.306	332.927
1779.27	11.861	40.293	0.962	1.285	2.145	0.27	336.001
1779.422	11.863	36.434	0.951	1.271	2.144	0.28	327.326
1779.575	11.859	34.433	0.955	1.269	2.145	0.297	322.342
1779.727	11.853	33.483	0.979	1.299	2.15	0.291	319.176
1779.88	11.862	34.669	1.007	1.329	2.156	0.3	315.073
1780.032	11.882	35.596	1.019	1.333	2.158	0.28	309.428
1780.184	11.892	35.828	0.979	1.276	2.157	0.305	312.049
1780.337	11.884	36.372	0.942	1.213	2.157	0.279	312.939
1780.489	11.868	37.905	0.909	1.168	2.158	0.272	325.929
1780.642	11.854	39.165	0.854	1.095	2.156	0.268	342.768
1780.794	11.844	52.485	0.779	0.977	2.137	0.323	364.996
1780.946	11.854	62.663	0.706	0.868	2.099	0.45	394.79
1781.099	12.006	76.062	0.747	0.921	2.051	0.576	405.771
1781.251	12.158	87.259	0.902	1.126	2.011	0.588	432.995
1781.404	12.217	91.695	1.072	1.342	1.989	0.607	462.135
1781.556	12.312	94.167	1.095	1.364	1.98	0.585	483.976
1781.708	12.304	89.774	1.064	1.307	1.973	0.642	498.254
1781.861	12.274	90.974	1.018	1.228	1.967	0.57	503.665
1782.013	12.267	88.761	0.975	1.17	1.967	0.469	508.455
1782.166	12.222	93.45	0.971	1.152	1.974	0.431	506.044
1782.318	12.116	96.299	0.986	1.146	1.984	0.43	499.921
1782.47	12.073	98.594	1.018	1.159	1.996	0.458	492.019
1782.623	12.107	99.095	1.079	1.204	2.01	0.561	478.099
1782.775	12.183	95.714	1.14	1.262	2.018	0.703	472.582
1782.928	12.302	96.626	1.147	1.265	2.013	0.595	476
1783.08	12.361	94.152	1.129	1.24	2.006	0.507	480.889
1783.232	12.362	98.145	1.119	1.232	2.008	0.454	479.846
1783.385	12.347	91.171	1.128	1.236	2.012	0.544	477.341
1783.537	12.273	93.184	1.151	1.243	2.009	0.513	479.189
1783.69	12.278	92.414	1.182	1.245	2.003	0.497	482.9
1783.842	12.359	98.016	1.258	1.303	2.004	0.494	482.567
1783.994	12.374	100.784	1.402	1.422	2.017	0.523	474.52
1784.147	12.298	97.374	1.527	1.505	2.036	0.505	463.116
1784.299	12.231	97.791	1.496	1.44	2.048	0.517	455.978
1784.452	12.203	94.592	1.462	1.381	2.045	0.604	458.198
1784.604	12.167	92.071	1.515	1.425	2.033	0.705	465.956
1784.756	12.14	85.437	1.581	1.489	2.023	0.679	472.342
1784.909	12.097	86.875	1.643	1.548	2.021	0.672	473.472
1785.061	12.087	89.934	1.634	1.541	2.022	0.637	472.816
1785.214	12.17	92.439	1.556	1.465	2.016	0.598	475.7
1785.366	12.236	92.626	1.484	1.403	2.003	0.561	484.192
1785.518	12.18	93.051	1.447	1.383	1.985	0.51	495.512
1785.671	12.135	92.71	1.437	1.372	1.974	0.482	502.755
1785.823	12.198	92.696	1.433	1.355	1.978	0.5	499.629
1785.976	12.31	93.147	1.476	1.393	1.987	0.426	493.019
1786.128	12.422	94.559	1.535	1.46	1.988	0.403	492.161
1786.28	12.733	90.773	1.552	1.478	1.979	0.401	498.398
1786.433	13.25	89.059	1.489	1.41	1.974	0.486	502.049
1786.585	13.48	91.34	1.448	1.364	1.976	0.542	500.56
1786.738	13.597	100.408	1.464	1.387	1.977	0.53	499.799
1786.89	13.285	107.984	1.504	1.446	1.976	0.538	500.756
1787.042	12.537	104.337	1.52	1.469	1.98	0.504	498.214
1787.195	12.34	99.184	1.526	1.494	1.99	0.538	491.577
1787.347	12.264	94.631	1.515	1.496	1.997	0.46	486.913
1787.5	12.228	97.042	1.454	1.432	1.997	0.481	487.272
1787.652	12.227	98.95	1.383	1.358	1.994	0.533	489.578
1787.804	12.201	102.528	1.284	1.263	1.994	0.535	490.093
1787.957	12.104	101.834	1.169	1.152	1.999	0.539	486.985
1788.109	12.036	104.492	1.044	1.028	2.002	0.536	484.975
1788.262	12.031	102.452	0.929	0.912	2.003	0.666	484.409
1788.414	12.033	100.946	0.836	0.822	2.001	0.623	485.905
1788.566	12.041	93.899	0.763	0.748	1.995	0.721	489.974
1788.719	12.052	90.699	0.803	0.777	1.977	0.586	502.197
1788.871	12.066	89.103	0.978	0.948	1.95	0.532	521.134
1789.024	12.12	87.604	1.154	1.123	1.925	0.491	539.253
1789.176	12.215	86.505	1.219	1.17	1.908	0.538	551.009
1789.328	12.297	83.336	1.248	1.191	1.901	0.563	557.359
1789.481	12.285	82.822	1.273	1.203	1.899	0.57	559.314
1789.633	12.222	84.351	1.287	1.212	1.904	0.637	555.116
1789.786	12.275	87.446	1.297	1.219	1.914	0.825	547.434
1789.938	12.33	88.429	1.314	1.232	1.924	0.647	539.909
1790.09	12.271	87.352	1.322	1.233	1.927	0.608	537.687
1790.243	12.243	89.707	1.325	1.235	1.921	0.521	542.902
1790.395	12.268	90.56	1.331	1.242	1.912	0.5	548.86
1790.548	12.215	92.515	1.337	1.248	1.908	0.43	551.977
1790.7	12.135	86.884	1.333	1.245	1.911	0.458	549.88
1790.852	12.125	85.177	1.332	1.237	1.918	0.58	544.484
1791.005	12.147	83.825	1.322	1.227	1.925	0.676	539.034
1791.157	12.197	87.299	1.322	1.229	1.932	0.667	533.623
1791.31	12.243	86.699	1.337	1.242	1.936	0.473	530.545
1791.462	12.308	88.759	1.357	1.259	1.939	0.431	528.393
1791.614	12.369	92.743	1.36	1.258	1.938	0.441	529.29
1791.767	12.342	98.866	1.353	1.249	1.932	0.47	533.843
1791.919	12.314	101.892	1.344	1.241	1.929	0.488	536.082
1792.072	12.425	102.696	1.343	1.237	1.938	0.468	529.333
1792.224	12.578	100.803	1.339	1.235	1.951	0.587	519.922
1792.376	12.549	95.185	1.325	1.227	1.954	0.644	518.079
1792.529	12.467	89.91	1.31	1.215	1.945	0.695	524.825
1792.681	12.478	87.19	1.292	1.199	1.938	0.647	530.027
1792.834	12.479	89.593	1.266	1.18	1.937	0.636	530.847
1792.986	12.384	91.05	1.256	1.172	1.938	0.574	530.256
1793.138	12.262	90.55	1.256	1.175	1.937	0.652	530.974
1793.291	12.168	88.624	1.248	1.176	1.934	0.731	533.048
1793.443	12.119	85.018	1.263	1.185	1.927	0.747	537.946
1793.596	12.515	90.362	1.277	1.188	1.917	0.644	545.005
1793.748	12.896	86.849	1.303	1.208	1.91	0.605	550.051
1793.9	13.288	94.56	1.345	1.231	1.913	0.622	547.922
1794.053	13.515	91.528	1.383	1.251	1.927	0.637	537.849
1794.205	13	92.665	1.376	1.252	1.944	0.735	525.655
1794.358	12.685	87.663	1.35	1.234	1.95	0.615	521.243
1794.51	12.613	87.802	1.314	1.208	1.948	0.573	522.651
1794.662	12.51	83.024	1.283	1.189	1.949	0.48	522.018
1794.815	12.549	82.292	1.281	1.186	1.957	0.506	516.428
1794.967	12.687	88.354	1.279	1.187	1.962	0.545	512.81
1795.12	12.837	92.139	1.274	1.178	1.959	0.587	514.544
1795.272	12.923	94.618	1.261	1.16	1.953	0.641	518.722
1795.424	12.778	90.924	1.253	1.152	1.948	0.664	522.248
1795.577	12.76	94.297	1.256	1.16	1.946	0.623	523.668
1795.729	12.789	99.033	1.232	1.145	1.947	0.546	522.854
1795.882	12.801	99.549	1.221	1.135	1.947	0.521	522.686
1796.034	12.751	92.118	1.236	1.147	1.948	0.568	521.712
1796.186	12.766	88.294	1.256	1.164	1.956	0.529	515.456
1796.339	12.833	90.356	1.298	1.203	1.972	0.46	503.299
1796.491	12.859	98.76	1.401	1.292	1.99	0.427	490.08
1796.644	12.892	101.799	1.508	1.389	2.003	0.4	481.029
1796.796	12.921	100.198	1.571	1.443	2.016	0.383	472.301
1796.948	12.963	99.082	1.663	1.525	2.037	0.383	458.173
1797.101	13.039	97.691	1.778	1.634	2.062	0.417	441.359
1797.253	13.02	96.145	1.803	1.653	2.084	0.491	428.281
1797.406	12.974	97.267	1.76	1.606	2.092	0.563	424.573
1797.558	12.993	98.445	1.73	1.582	2.081	0.573	431.177
1797.71	12.991	102.718	1.73	1.587	2.061	0.531	444.331
1797.863	12.992	104.218	1.751	1.61	2.044	0.515	455.652
1798.015	12.973	104.057	1.744	1.607	2.036	0.467	461.123
1798.168	12.912	101.365	1.727	1.587	2.033	0.546	463.289
1798.32	12.887	103.921	1.725	1.582	2.032	0.501	463.66
1798.472	12.895	102.74	1.732	1.588	2.034	0.543	462.134
1798.625	12.926	101.172	1.701	1.562	2.035	0.514	461.421
1798.777	12.945	96.107	1.668	1.529	2.033	0.502	462.709
1798.93	12.955	91.578	1.669	1.528	2.027	0.551	466.284
1799.082	12.889	91.394	1.698	1.555	2.023	0.491	469.469
1799.234	12.87	92.54	1.714	1.561	2.021	0.513	470.688
1799.387	12.88	95.141	1.705	1.546	2.021	0.514	470.447
1799.539	12.886	94.133	1.701	1.541	2.026	0.513	466.943
1799.692	12.934	95.11	1.737	1.579	2.036	0.553	460.658
1799.844	12.958	94.458	1.775	1.612	2.046	0.523	454.474
1799.996	12.948	92.996	1.798	1.625	2.049	0.474	453.512
1800.149	12.945	91.037	1.774	1.597	2.043	0.475	455.811
1800.301	12.938	94.445	1.747	1.57	2.041	0.456	457.383
1800.454	12.995	99.337	1.768	1.59	2.049	0.564	451.861
1800.606	13.002	103.344	1.822	1.646	2.069	0.609	438.972
1800.758	12.894	103.703	1.932	1.733	2.091	0.565	425.202
1800.911	12.929	100.793	2.026	1.805	2.107	0.454	415.374
1801.063	13.16	97.746	2.046	1.815	2.114	0.428	410.925
1801.216	13.263	94.856	2.041	1.807	2.112	0.414	412.319
1801.368	13.08	96.135	2.046	1.81	2.104	0.487	417.109
1801.52	13.018	95.472	2.053	1.826	2.093	0.47	423.689
1801.673	13.078	96.81	2.004	1.78	2.08	0.433	431.911
1801.825	13.09	93.808	1.91	1.692	2.07	0.419	439.669
1801.978	12.976	97.021	1.782	1.574	2.06	0.496	448.057
1802.13	13.029	95.444	1.715	1.518	2.045	0.569	459.543
1802.282	13.011	98.555	1.717	1.52	2.027	0.6	471.442
1802.435	13.025	97.48	1.731	1.53	2.018	0.624	477.142
1802.587	13.017	98.955	1.726	1.526	2.015	0.796	479.075
1802.74	12.964	96.103	1.73	1.523	2.012	0.92	480.975
1802.892	12.957	94.343	1.739	1.524	2.009	0.939	482.758
1803.044	13.082	95.948	1.71	1.49	2.013	0.681	479.793
1803.197	13.255	100.784	1.64	1.428	2.026	0.49	471.275
1803.349	13.203	101.223	1.585	1.382	2.044	0.446	459.433
1803.502	13.243	101.516	1.594	1.391	2.061	0.421	447.771
1803.654	13.151	97.861	1.613	1.416	2.074	0.46	437.645
1803.806	13.044	98.621	1.666	1.476	2.08	0.443	431.83
1803.959	13.091	99.353	1.687	1.487	2.079	0.516	431.267
1804.111	13.184	99.607	1.642	1.44	2.071	0.467	436.55
1804.264	13.129	96.901	1.629	1.429	2.063	0.519	442.112
1804.416	13.121	99.277	1.653	1.447	2.062	0.448	443.651
1804.568	13.326	100.862	1.626	1.427	2.072	0.487	437.746
1804.721	13.262	99.345	1.671	1.453	2.091	0.431	426.442
1804.873	13.207	97.89	1.773	1.533	2.113	0.555	412.906
1805.026	13.346	100.022	1.862	1.609	2.136	0.566	399.174
1805.178	13.364	100.856	1.892	1.624	2.153	0.626	388.793
1805.33	13.316	105.179	1.946	1.661	2.159	0.53	385.618
1805.483	13.176	105.944	2.033	1.738	2.156	0.503	387.172
1805.635	13.228	101.331	2.117	1.814	2.15	0.433	390.884
1805.788	13.21	98.189	2.228	1.919	2.145	0.406	393.237
1805.94	13.066	93.829	2.322	2.006	2.144	0.403	393.921
1806.092	12.956	97.413	2.362	2.043	2.145	0.487	392.032
1806.245	12.937	99.424	2.378	2.06	2.148	0.462	390.462
1806.397	12.92	100.503	2.393	2.08	2.147	0.485	392.177
1806.55	12.865	97.186	2.376	2.061	2.138	0.466	398.62
1806.702	12.818	95.138	2.352	2.031	2.128	0.483	404.238
1806.854	12.793	93.441	2.319	1.996	2.127	0.493	405.041
1807.007	12.791	96.962	2.323	1.99	2.127	0.557	404.948
1807.159	12.762	93.512	2.256	1.935	2.121	0.707	408.387
1807.312	12.707	97.319	2.152	1.85	2.119	0.56	409.428
1807.464	12.701	98.457	1.992	1.719	2.129	0.482	403.991
1807.616	12.693	110.051	1.743	1.518	2.14	0.443	397.984
1807.769	12.675	102.975	1.455	1.264	2.139	0.47	398.4
1807.921	12.763	97.267	1.314	1.137	2.128	0.452	404.096
1808.074	12.818	90.935	1.406	1.237	2.12	0.461	407.298
1808.226	12.692	93.058	1.686	1.518	2.122	0.537	405.537
1808.378	12.579	93.583	1.679	1.554	2.136	0.541	397.398
1808.531	12.506	92.667	1.346	1.256	2.147	0.465	391.689
1808.683	12.418	89.633	1.135	1.063	2.133	0.44	401.015
1808.836	12.358	86.08	1.017	0.969	2.095	0.433	423.551
1808.988	12.285	85.373	0.954	0.923	2.059	0.45	445.82
1809.14	12.198	87.707	0.928	0.901	2.04	0.489	457.687
1809.293	12.176	88.293	0.904	0.867	2.03	0.556	464.219
1809.445	12.16	90.924	0.876	0.833	2.018	0.7	472.315
1809.598	12.18	87.432	0.868	0.822	2.01	0.479	478.442
1809.75	12.194	85.915	0.936	0.888	2.009	0.493	478.629
1809.902	12.177	83.796	0.97	0.922	2.018	0.483	472.982
1810.055	12.189	84.969	0.975	0.947	2.032	0.55	464.636
1810.207	12.213	84.617	0.964	0.96	2.041	0.516	459.028
1810.36	12.217	88.724	0.832	0.831	2.034	0.473	462.266
1810.512	12.181	93.076	0.769	0.764	2.013	0.491	476.864
1810.664	12.161	96.841	0.806	0.797	1.988	0.55	493.79
1810.817	12.224	95.092	1.073	1.066	1.973	0.697	504.195
1810.969	12.271	97.335	1.371	1.35	1.972	0.589	504.651
1811.122	12.401	99.385	1.407	1.339	1.98	0.552	498.909
1811.274	12.415	109.895	1.441	1.356	1.986	0.557	494.635
1811.426	12.344	104.746	1.441	1.358	1.986	0.542	494.786
1811.579	12.344	105.368	1.436	1.35	1.983	0.502	496.892
1811.731	12.361	97.771	1.441	1.355	1.978	0.434	499.999
1811.884	12.358	100.472	1.457	1.368	1.979	0.454	499.026
1812.036	12.341	102.636	1.452	1.375	1.986	0.429	493.935
1812.188	12.304	97.475	1.418	1.34	1.995	0.55	487.467
1812.341	12.284	93.661	1.374	1.294	1.997	0.564	485.957
1812.493	12.289	94.485	1.313	1.238	1.99	0.536	491.09
1812.646	12.333	96.155	1.27	1.208	1.976	0.473	501.083
1812.798	12.348	96.262	1.263	1.206	1.957	0.483	514.823
1812.95	12.374	92.562	1.278	1.215	1.939	0.482	528.261
1813.103	12.437	91.516	1.298	1.22	1.931	0.498	534.334
1813.255	12.53	94.188	1.317	1.227	1.934	0.6	531.966
1813.408	12.637	95.395	1.336	1.243	1.941	0.493	526.553
1813.56	12.702	92.83	1.356	1.262	1.946	0.462	523.649
1813.712	12.682	92.732	1.36	1.27	1.947	0.437	522.185
1813.865	12.581	91.954	1.365	1.275	1.95	0.466	520.161
1814.017	12.542	95.415	1.368	1.277	1.954	0.474	517.435
1814.17	12.504	97.907	1.374	1.282	1.961	0.495	512.527
1814.322	12.507	100.416	1.38	1.283	1.968	0.607	507.672
1814.474	12.767	104.05	1.364	1.259	1.972	0.517	505.043
1814.627	13.048	99.758	1.347	1.232	1.97	0.652	506.529
1814.779	12.851	98.387	1.332	1.199	1.968	0.649	507.962
1814.932	12.562	94.064	1.323	1.191	1.978	0.69	501.032
1815.084	12.511	100.703	1.294	1.175	1.996	0.556	488.853
1815.236	12.502	100.022	1.266	1.162	2.006	0.548	481.837
1815.389	12.499	100.957	1.269	1.15	2.001	0.481	484.239
1815.541	12.499	96.787	1.294	1.166	1.992	0.484	490.349
1815.694	12.514	98.628	1.312	1.186	1.988	0.478	492.519
1815.846	12.511	97.057	1.33	1.196	1.992	0.511	489.166
1815.998	12.491	96.237	1.334	1.209	1.994	0.491	488.344
1816.151	12.502	96.09	1.352	1.237	1.985	0.432	495.178
1816.303	12.524	98.072	1.344	1.232	1.968	0.42	507.761
1816.456	12.533	92.929	1.243	1.127	1.964	0.425	510.698
1816.608	12.548	90.009	1.124	1.007	1.983	0.482	497.623
1816.76	12.517	93.497	1.109	1.001	2.009	0.762	481.287
1816.913	12.468	96.812	1.195	1.094	2.017	0.772	476.272
1817.065	12.443	100.989	1.283	1.2	2.01	0.793	481.539
1817.218	12.432	93.455	1.145	1.066	2.002	0.548	487.353
1817.37	12.433	89.59	0.947	0.866	2.002	0.529	488.021
1817.522	12.472	91.026	0.865	0.79	2.007	0.643	485.815
1817.675	12.447	93.954	0.848	0.775	2.015	0.733	480.458
1817.827	12.42	92.237	0.972	0.886	2.017	0.663	478.78
1817.98	12.414	85.503	1.082	0.988	2.013	0.637	481.239
